Molecule ChEMBL ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
CHEMBL2443071,-3.280395094210319,19.708783205637456,7.876912240546243,16.41541960692192,-1.2915215858211457,-10.595469107465245,-10.838654116917855,-0.4368173388179113,-16.141069125088052,0.6340715125176676,1.2175316087372485,5.893664975325124,-1.4670366050426165,0.8077802904683876,4.601800673530287
CHEMBL3682617,12.613393838093307,-5.996410921349006,11.280386048244246,1.2536274462529728,3.3187431059076773,-3.8627090620294204,2.4780763541639916,-1.383436952199075,-2.2096765633785234,-1.027313893489591,4.2717942362909795,4.849791314364924,-1.8476890512950987,1.765116010422571,-5.057803943942469
CHEMBL1288717,-53.26495335798125,0.5580395380422769,5.182685627653617,17.68377395381916,8.998161900543632,-16.891473176785464,-6.634563418366863,7.39916998201278,-6.405392329428431,-15.060272167429048,10.69848967723425,-14.045136478791775,-3.9415801486377915,0.20273741738714418,4.919746195041121
CHEMBL5274340,-32.40603838037872,6.932522431724955,-5.884129769889659,-11.393522322726458,0.45285342357267927,2.1116449780745556,0.3498624585833826,-0.042202935586950874,1.5129099435141746,2.7512019300734156,2.945546310160508,5.008661375113786,-4.19651742599645,-1.9315742133937053,0.32281364416846836
CHEMBL5266190,-39.361912051830714,0.5762483881288203,-0.4783886316663194,-4.5941183260085,-1.0600124141165668,-3.773705232823504,0.48754774382224897,-0.09031914951118694,5.751174352257264,1.1843780843005063,-0.5378984423983006,1.516895503138726,0.1771018112167691,-4.3789427693603145,0.3442256178345702
CHEMBL3682592,29.170744949304247,-4.88128210738579,7.356440679487504,-5.510578309790413,-7.745802998847303,-1.7473289642647114,8.474988979686156,-2.634099655529417,-7.087856935849762,0.009233160748973408,2.5885305471203646,-0.8250200722810004,0.9844843573671066,-3.6408738642585288,0.7713828836769551
CHEMBL4249999,-6.87169573903791,-10.40844142268326,13.82856264609137,2.845501307626053,-11.919423425482243,7.070089475376453,-1.1704797320831846,2.1610725633868024,0.9277697187011449,0.22380775676712894,-0.3694697526501417,-2.26391366129741,2.272253753605287,-1.0503170871823426,-2.299157543585147
CHEMBL3682606,14.176023127890874,-4.673431626356214,13.113749127763175,0.8807651810921556,4.696138011436617,-5.294938869915927,0.8304934169371138,0.9920695892275444,-4.044130290722992,-1.475909543556752,5.314124074579986,4.016761524977322,1.2989447764136082,1.961220409467156,-1.583543727457514
CHEMBL3968210,15.059166299872675,27.135200456101195,-16.45233043936628,2.0309644290498166,2.270785115017607,1.2296269379864337,0.6973017614739723,4.514476765535047,1.5818334951939048,-0.6676262010695369,-0.7311635299636315,-4.911210716055202,0.9332556052606803,0.24795596079137044,0.3525555544500966
CHEMBL3687326,14.081095019197722,1.6191143641376975,1.409173884948149,-5.0149328016013435,1.397524360163293,-2.1426774176990078,2.7118162572909763,-4.686166428952057,-2.2433927318977496,2.2467650640015973,2.450093707424832,1.8022711321463911,2.4897174583957082,-1.154825938999103,0.29316494569510465
CHEMBL2443069,-4.264237692668407,15.042029695145294,4.260877559487789,12.888287332061891,-4.679613808027544,-8.210394920172742,-10.989717393612336,1.0862712010704652,-7.30314007108933,1.5827701971921928,-5.142277351713466,2.6050269827584893,0.09068389736489714,0.5110217574099312,1.04645701844333
CHEMBL5291176,-37.70826435825391,0.5402658690743429,1.8786442449359761,-2.74563473057098,4.438538889352342,-0.08976443964478777,4.377913575240568,-3.707772894743655,5.286651437109617,-2.577823628175065,2.997811802427733,0.7124145208032626,0.727002437225941,-1.529236777806832,0.6203376715308436
CHEMBL3687352,16.110698570867058,-2.3430489816950644,-8.740665361684698,-4.481451828282329,3.144426606828888,-3.878869447161698,-2.4312039639587733,3.654244843441791,3.296409647356546,2.136449419732789,-0.6335813234710947,-1.79087148541873,-0.6836382502476718,0.8179208098605099,-3.4380787934809423
CHEMBL5279560,-30.47962041653266,1.35042733397393,-2.8091405684818556,-2.025834044449159,-0.11123986307993004,-2.7557291858159,-1.5385149763545924,-1.3646070677641182,5.79897400513698,-1.4700377918883112,0.5552808363210653,1.813545190396684,-1.5127513608293048,-2.9652019277684785,-0.0329318595319736
CHEMBL4238921,-0.5959595612622605,-6.585583627806148,11.596107372387701,-1.7069235475177227,-14.272580995065823,8.283293549838486,-0.6207007131603444,2.1686580231137054,1.7643773852804936,0.8401511406185372,-0.43418078176093644,-3.651569343711474,0.12326166618993713,0.03951357616534103,1.7005167667167285
CHEMBL3942587,-1.6925728264542155,11.843001242821877,11.983862757141038,1.8436799465677403,-0.3212649143330395,4.71219288372557,2.597003427676667,-3.5744781285728275,6.871519427798923,-7.20062632620836,-2.4361389907829163,-1.138108203050816,-5.254537836957982,0.6830216832061108,4.634822652915111
CHEMBL3929233,1.2071097443907668,29.994943080019898,12.49004401730246,4.065691240997234,2.550093329722557,8.427919779820416,4.937317450276778,3.9014324869216677,-4.145683408618086,-0.6504681314007406,0.04560334387486313,3.082571107533702,3.51694071802096,-0.31219674896076544,-0.8728780749105939
CHEMBL3687344,21.443967218004804,6.813487131787128,5.47291032515259,-3.101894463618987,-0.2998278402548125,-4.084926297198775,1.154941615336177,-0.3611580343126053,1.6189781361016466,4.106758236134213,-2.2145477123957584,-3.588366480033569,1.829626489744018,1.374943610500448,1.3149646884134247
CHEMBL3682600,13.410744076044237,-2.089769784710083,5.067507488799306,-4.136045445692122,1.2318757593529808,-0.25673228127495634,-0.11213558715809302,-5.374507102449679,-3.6149000046659685,-1.705611375959325,5.392028693880416,1.7678652995954174,1.843017457727859,-0.1036291052299947,-2.536075649203814
CHEMBL3577906,0.3788308331419835,-7.510832091048679,-1.8485020060064872,-1.2412223092035635,1.6255346354223883,2.9456446687432303,-0.21526652671718194,-4.437672614152152,0.7728270167732021,1.887969334892911,-2.6345183845050846,2.0730733626605677,-2.9347119236531687,-1.959926013815152,0.7977315768917611
CHEMBL4251427,-4.488979871563577,-9.017479560349047,15.022277141149122,2.993421165706687,-13.638274166611566,6.80919343318557,-0.7049413809780466,3.03330605270108,2.4799352116964046,0.36086743386637776,-1.9397309676890762,-2.287363689508326,2.0996425683650206,-1.5420484882730825,0.4748897915586894
CHEMBL3235960,3.74020849494522,-0.7302430256746444,0.7305961518735347,-3.8072868394579484,-8.094171962732494,1.543582887729396,-7.289209782819843,-2.172199620191205,-0.8969691847244011,1.2296450103364756,1.7673066715653085,-0.8584948786538154,3.7940824996291465,0.8234549768207745,1.3520507912249566
CHEMBL3935604,0.2974908930323268,19.725164413786512,4.344869050229852,0.1767304966452409,-2.437301005736937,7.896681561171578,-0.6907157592781338,-3.5704561217134763,-0.9885493519779777,-1.8925552695914536,0.3354393524772765,-3.864443102997292,2.2580793868625233,2.5650195840998498,-1.0111080411069502
CHEMBL3682560,19.772590933909445,10.723198611903227,-10.159389696397998,-3.8575175123424166,3.6627576908571973,-2.6904830438191674,0.2580840389070407,3.698738297069764,-1.4725213611970958,4.194329273947327,-0.06588328306274528,-2.764559060153544,0.09406871615467234,-3.6461354830464647,-0.7133958468993374
CHEMBL3353597,9.331724387530242,-3.949676966262076,22.662136339607013,-2.141993205966521,-9.545442467556857,-5.02383422054462,4.880092960584408,0.18757746217750879,0.26639691289413453,2.429527469305411,6.192387975587687,1.8673248303252752,1.8233476901318542,0.6801854804356667,6.180990061670075
CHEMBL4092287,13.578769427395288,9.028484187864635,7.396326260936682,1.083993591234475,-5.714970465608679,0.17634565964686078,4.1331959267504,-1.1097738696086974,1.884275025288475,2.9651459328195595,-4.128856954086859,-1.5353955915064297,-3.4945672894264965,-1.2624456612205535,6.365516838414572
CHEMBL3898239,3.15148981915503,16.717290618428226,11.301189289701782,3.2262515679520765,-0.7611626650129232,7.114524403673154,2.9022321743949795,-0.33247081300620807,6.2011167964275495,-5.545364770820564,-3.7875594383484197,-1.0859286489042248,-3.719705986646669,2.6997630328731748,0.6582168699720469
CHEMBL5270316,11.672917797503672,-5.006501318810487,-17.802014423297024,-12.514072188169965,-2.430695219867067,7.937298250513737,-7.750711914598818,8.461508483197004,0.4118843299582756,-4.703993777370145,4.225417099760943,-0.52247300560302,-0.7718939496010446,2.8081627468282475,-0.8804487425509052
CHEMBL4245257,4.7342181445867055,-3.828908975046838,12.387158310577313,-3.308429022091016,-11.325524505597054,7.556221501960484,-6.533225683357851,0.4770923840359633,0.0928800625082012,0.7490202577891195,-3.309537364343024,-5.384937108612877,0.32237196802341184,-0.7550742890257233,1.4633956254354954
CHEMBL4454519,-30.171218140286058,6.354532571543614,5.633209508191675,-2.602998978156237,2.3187876597318944,-6.076267666024559,-15.303275343641506,3.089790979630707,-1.5770547463303133,1.5625543875302326,0.5759252562518584,2.4874652164278133,-0.5705580433827141,1.7957442064546645,3.3096874588501657
CHEMBL3298923,-35.4370367026535,-8.37784731327424,7.929058616493383,15.153472638847477,-1.9124957671949525,0.5043834126326049,8.237567439739667,-7.33849800195112,-3.993217347762175,-5.4924822360664365,3.4370451538330604,-16.326368156872945,-0.5165329447364221,-2.342066879568791,-5.151235978165569
CHEMBL2442037,2.8120482432701968,-3.866647135623598,-26.65933564816478,2.137768650195546,-4.350816310027388,1.8988423575552895,-3.145297740325389,1.7762297194417827,0.18218212702216918,0.6840112831071711,-1.4506759545032353,2.826358988320284,-3.6353216307613976,3.7341347732752825,1.5598583392089076
CHEMBL5270507,-39.804443242811956,1.8713580750173195,2.521631976361698,-12.35596245701395,-0.02605959504854631,0.8788887246358053,0.4960114742094135,2.670174418322907,0.6987843908082271,2.2031766155284083,0.6166550534803122,2.7980155324196705,-6.9023700130765535,-4.993074816909518,-1.268431594201888
CHEMBL3974529,9.37743220523112,-4.033551604863871,7.543592024286095,-3.9397524373890414,0.8123552604886053,-4.029533572467989,3.05165298668251,-0.735189553594495,-2.411659798839751,-0.1459077687257112,6.648492847387406,2.3754654239766637,0.5537556263922716,0.2568641478373407,-5.019269494106747
CHEMBL3682590,16.96837163688819,-5.806504171172726,16.465081802408598,3.369995216417589,-0.9803026768362177,-1.5090093796372397,5.69270228557226,-8.623443768984394,-1.558279111005353,3.200749465803461,3.0412929003219946,-0.8912836562331212,-5.3138074386930745,5.7379933423727705,-0.7361024322838784
CHEMBL3687411,22.99649137678149,6.782516116570928,0.9306267122028643,-6.00414898585139,3.1456509442243457,2.36633181626396,0.544587017349758,-1.5238705316183037,-3.3910916858347697,0.6793966744000733,4.871661254632857,-2.228951213890966,1.634041447436481,1.616327135009921,-2.866570957702976
CHEMBL5273671,-47.17083841020488,1.6303407232504532,2.2110579673897943,-16.7159232200236,1.755926404558966,-6.531719834450203,6.3519695578230895,4.03444186173376,-6.899062170543162,0.3733423369969904,-8.372976733457897,1.4155151689035863,3.2097960270189523,7.884358447724936,1.7631100446199455
CHEMBL3905406,0.4879498173110266,13.663426116315422,9.101988948723537,3.0144687760112845,0.6225413971350213,4.360779785549144,1.3835281923001004,-3.327962166488953,6.356721609795629,-5.063231337878472,-3.978902614917714,-0.13146618195385854,-0.9697491420622949,0.07700836400837514,4.639812805115488
CHEMBL4752955,-5.060858232044889,-14.833100289889787,-4.5650814268189315,12.167360101840922,5.293537395419743,10.13172198191885,5.310935037057329,-2.0747064154893144,-1.6860596313992204,0.05265657705647498,-6.609652526973468,1.22694613663895,-5.094784510630411,-1.116009963161803,1.9705803745553934
CHEMBL3235977,-4.779927061955719,-8.437171095977025,4.773351721997001,0.21179522994952685,-9.437606035113552,3.7235214256071494,-4.139676141395908,1.0300843315094155,0.006172263244770118,-4.586630535113623,0.6440148466765544,0.7131550189241295,1.7873740361344805,-2.43277667254478,2.006661880054244
CHEMBL1650511,2.784036976738165,9.38532232817095,5.747197880349156,4.585748030888754,-13.908705918885673,0.47180723267449876,2.186682401793105,2.0705843431276514,-1.9864831769694538,8.924767992116502,-2.0973811415720713,-6.575954567831485,-9.795683644335844,-2.7318702457008106,-3.6494026300367706
CHEMBL3896060,-6.30066028099844,17.762812105989642,5.200490051883284,5.244252382283852,11.412558988210424,0.24865353834172543,-3.358619827655254,2.829079382279477,0.0536608673599311,-1.8468564175801567,-2.1212156807837372,2.435188786626936,5.351775483945696,0.35688755799996835,-1.7308132072408062
CHEMBL5274341,10.111018416753257,-11.122754930241182,-1.39677492012302,-0.07752212429790115,-5.72016647245569,0.27758731836614303,7.291726775755301,12.709879127909701,1.3406389088816264,-0.21426495178688654,-5.361136699802181,7.757601800933345,-4.172118423963868,-0.5212664723523701,-6.453085924621669
CHEMBL3964272,4.024345158886784,18.21014341158311,8.476941325100874,2.5137061294808265,1.5894874982832117,4.9015622820753615,2.0088780312028645,-7.089108900656842,0.6165007807830578,-6.191228410802196,3.113470639900452,2.933135677589754,1.0839618942711728,1.837877237644247,-0.9617870665770668
CHEMBL3235969,-4.093318530181278,-10.183476782507606,2.6624699063621953,10.875258685231367,-15.275120881841115,1.368319839594273,2.449134751557856,-2.5828974847827353,2.3548065586830518,-0.3933891763021009,-2.665531825863089,-0.40582316361962434,1.729879968450676,5.364091044331646,2.1205194674222723
CHEMBL3682553,12.05922915826544,-10.51553517303061,12.319668484443598,-0.1677072087732044,-1.9432857287204433,-1.2864587358105417,0.02809867003515809,-0.30445699462840237,2.8699793483770573,-2.384714550702249,-2.490681091324645,2.087303967254371,-0.9325506010224061,1.304663991454018,-5.4122581297697545
